\\Hourly Demand Report,,,
\\Created at 2018-05-22 08:00:00,,,
\\For 2005,,,
Date,Hour,Market Demand,Ontario Demand
07/07/2005,10,21133,20007
07/07/2005,11,21180,20424
07/07/2005,12,20982,20626
07/07/2005,13,21175,20819
07/07/2005,14,21486,21180
07/07/2005,15,21625,21319
07/07/2005,16,21478,21172
07/07/2005,17,21591,21285
07/07/2005,18,21133,20814
07/07/2005,19,20650,20144
07/07/2005,20,19860,19604
07/07/2005,21,19870,19589
07/07/2005,22,19615,18968
07/07/2005,23,18575,17314
07/07/2005,24,17772,15908
08/07/2005,1,16937,15043
08/07/2005,2,16527,14692
08/07/2005,3,16091,14355
08/07/2005,4,16079,14244
08/07/2005,5,16103,14543
08/07/2005,6,16930,15196
08/07/2005,7,18112,16720
08/07/2005,8,18952,18138
08/07/2005,9,20033,19167
08/07/2005,10,20775,20135
08/07/2005,11,21375,20744
08/07/2005,12,21705,20874
08/07/2005,13,21610,21029
08/07/2005,14,21757,21076
08/07/2005,15,21808,21012
08/07/2005,16,21693,20812
08/07/2005,17,21086,20263
08/07/2005,18,20573,19692
08/07/2005,19,20270,18889
08/07/2005,20,19729,18492
08/07/2005,21,19636,18505
08/07/2005,22,19461,17901
08/07/2005,23,17810,16289
08/07/2005,24,16808,15214
09/07/2005,1,16416,14565
09/07/2005,2,15771,13961
09/07/2005,3,15330,13585
09/07/2005,4,15276,13423
09/07/2005,5,15235,13280
09/07/2005,6,15129,13500
09/07/2005,7,15199,14197
09/07/2005,8,16916,15746
09/07/2005,9,17669,16716
09/07/2005,10,19100,17840
09/07/2005,11,19112,18367
09/07/2005,12,19666,18527
09/07/2005,13,19907,18812
09/07/2005,14,20523,19003
09/07/2005,15,20339,19091
09/07/2005,16,20346,19385
09/07/2005,17,20140,19625
09/07/2005,18,19826,19403
09/07/2005,19,19408,18941
09/07/2005,20,18813,18268
09/07/2005,21,18883,18199
09/07/2005,22,18720,17780
09/07/2005,23,18031,16441
09/07/2005,24,17523,15417
10/07/2005,1,16830,14513
10/07/2005,2,16052,13784
10/07/2005,3,15339,13418
10/07/2005,4,15164,13227
10/07/2005,5,14917,13068
10/07/2005,6,14207,13027
10/07/2005,7,14857,13787
10/07/2005,8,16172,15039
10/07/2005,9,17432,16412
10/07/2005,10,18521,17722
10/07/2005,11,19444,18539
10/07/2005,12,19798,19343
10/07/2005,13,20017,19626
10/07/2005,14,20359,19990
10/07/2005,15,20704,20335
10/07/2005,16,21177,20774
10/07/2005,17,21295,20990
10/07/2005,18,21101,20732
10/07/2005,19,20888,20519
10/07/2005,20,20755,20136
10/07/2005,21,20879,20379
10/07/2005,22,20684,19741
10/07/2005,23,18815,18277
10/07/2005,24,18392,17045
11/07/2005,1,17138,15973
11/07/2005,2,17297,15664
11/07/2005,3,17087,15263
11/07/2005,4,17326,15203
11/07/2005,5,17399,15533
11/07/2005,6,17830,16240
11/07/2005,7,18809,18029
11/07/2005,8,20975,20160
11/07/2005,9,22174,21709
11/07/2005,10,23369,22904
11/07/2005,11,24334,23869
11/07/2005,12,24969,24504
11/07/2005,13,25548,25083
11/07/2005,14,25861,25396
11/07/2005,15,25502,25502
11/07/2005,16,25506,25506
11/07/2005,17,25418,25418
11/07/2005,18,25043,25043
11/07/2005,19,24866,24401
11/07/2005,20,24128,23663
11/07/2005,21,23979,23514
11/07/2005,22,22804,22749
11/07/2005,23,21352,20607
11/07/2005,24,20021,19205
12/07/2005,1,18957,18206
12/07/2005,2,18270,17494
12/07/2005,3,17966,16944
12/07/2005,4,17706,16680
12/07/2005,5,18082,16846
12/07/2005,6,19213,17728
12/07/2005,7,20293,19548
12/07/2005,8,21322,21110
12/07/2005,9,22247,22192
12/07/2005,10,23304,23249
12/07/2005,11,24321,24266
12/07/2005,12,24788,24733
12/07/2005,13,25401,25346
12/07/2005,14,25469,25414
12/07/2005,15,25667,25597
12/07/2005,16,26372,25808
12/07/2005,17,26086,25614
12/07/2005,18,25127,25072
12/07/2005,19,24423,24368
12/07/2005,20,23907,23852
12/07/2005,21,23998,23943
12/07/2005,22,23258,23102
12/07/2005,23,22244,21148
12/07/2005,24,20313,19461
13/07/2005,1,19240,18669
13/07/2005,2,18961,17972
13/07/2005,3,18668,17416
13/07/2005,4,18652,17115
13/07/2005,5,18928,17309
13/07/2005,6,19407,18062
13/07/2005,7,20491,19796
13/07/2005,8,21727,21361
13/07/2005,9,23102,22636
13/07/2005,10,23516,23450
13/07/2005,11,24660,24594
13/07/2005,12,25152,25022
13/07/2005,13,25754,25624
13/07/2005,14,26034,25904
13/07/2005,15,26212,26082
13/07/2005,16,26290,26160
13/07/2005,17,26248,25893
13/07/2005,18,25300,25020
13/07/2005,19,24445,24165
13/07/2005,20,23937,23657
13/07/2005,21,24119,23839
13/07/2005,22,23141,22711
13/07/2005,23,21887,20756
13/07/2005,24,20335,19429
14/07/2005,1,19578,18537
14/07/2005,2,18509,17928
14/07/2005,3,18192,17311
14/07/2005,4,18311,17009
14/07/2005,5,18581,17176
14/07/2005,6,19576,17884
14/07/2005,7,20731,19574
14/07/2005,8,21543,21163
14/07/2005,9,22732,22502
14/07/2005,10,23628,23498
14/07/2005,11,24633,24403
14/07/2005,12,24936,24831
14/07/2005,13,25669,25264
14/07/2005,14,25442,25362
14/07/2005,15,24779,24649
14/07/2005,16,24570,24122
14/07/2005,17,24055,23624
14/07/2005,18,23619,22989
14/07/2005,19,23172,22542
14/07/2005,20,22410,21980
14/07/2005,21,22553,22223
14/07/2005,22,21625,21365
14/07/2005,23,20384,19634
14/07/2005,24,19364,18338
15/07/2005,1,18995,17259
15/07/2005,2,18823,16792
15/07/2005,3,18711,16406
15/07/2005,4,18751,16351
15/07/2005,5,19292,16523
15/07/2005,6,19038,17180
15/07/2005,7,19624,18709
15/07/2005,8,20546,20172
15/07/2005,9,21596,21331
15/07/2005,10,22633,22328
15/07/2005,11,23529,23224
15/07/2005,12,23583,23478
15/07/2005,13,23829,23741
15/07/2005,14,24132,24027
15/07/2005,15,24325,24220
15/07/2005,16,24585,24228
15/07/2005,17,24318,24013
15/07/2005,18,23673,23568
15/07/2005,19,22990,22885
15/07/2005,20,22368,22263
15/07/2005,21,22272,22167
15/07/2005,22,21681,21476
15/07/2005,23,20685,19639
15/07/2005,24,19141,18145
16/07/2005,1,18764,17323
16/07/2005,2,18181,16671
16/07/2005,3,17858,16211
16/07/2005,4,17928,15994
16/07/2005,5,17890,15843
16/07/2005,6,17505,16001
16/07/2005,7,17584,16739
16/07/2005,8,18710,18140
16/07/2005,9,19944,19524
16/07/2005,10,20901,20481
16/07/2005,11,21602,21282
16/07/2005,12,21707,21532
16/07/2005,13,21425,21250
16/07/2005,14,21338,21191
16/07/2005,15,21125,21030
16/07/2005,16,21093,20898
16/07/2005,17,21061,20791
16/07/2005,18,20574,20468
16/07/2005,19,20000,19830
16/07/2005,20,19891,19621
16/07/2005,21,20233,19863
16/07/2005,22,19613,19267
16/07/2005,23,18977,18276
16/07/2005,24,18110,17077
17/07/2005,1,17851,16290
17/07/2005,2,17810,15817
17/07/2005,3,17453,15425
17/07/2005,4,17391,15187
17/07/2005,5,17459,15161
17/07/2005,6,17150,15110
17/07/2005,7,17102,15771
17/07/2005,8,17567,16861
17/07/2005,9,18700,18065
17/07/2005,10,19207,18922
17/07/2005,11,19849,19614
17/07/2005,12,20509,20234
17/07/2005,13,20801,20280
17/07/2005,14,20481,20030
17/07/2005,15,20912,20427
17/07/2005,16,21273,20848
17/07/2005,17,21222,20997
17/07/2005,18,21168,20922
17/07/2005,19,20793,20593
17/07/2005,20,20693,20408
17/07/2005,21,21206,20921
17/07/2005,22,20699,20314
17/07/2005,23,19926,18891
17/07/2005,24,18698,17751
18/07/2005,1,18089,17079
18/07/2005,2,18064,16699
18/07/2005,3,18119,16405
18/07/2005,4,18061,16222
18/07/2005,5,17819,16303
18/07/2005,6,18477,17232
18/07/2005,7,20239,19269
18/07/2005,8,21881,21306
18/07/2005,9,23375,22785
18/07/2005,10,24557,23967
18/07/2005,11,25260,24804
18/07/2005,12,25752,25218
18/07/2005,13,26109,25595
18/07/2005,14,26242,25751
18/07/2005,15,26442,25857
18/07/2005,16,26243,25785
18/07/2005,17,25817,25358
18/07/2005,18,25518,25157
18/07/2005,19,24384,24005
18/07/2005,20,23630,23490
18/07/2005,21,23767,23627
18/07/2005,22,22436,22431
18/07/2005,23,20900,20427
18/07/2005,24,19512,18964
19/07/2005,1,18985,18266
19/07/2005,2,19283,17764
19/07/2005,3,18871,17267
19/07/2005,4,18992,17014
19/07/2005,5,18908,17195
19/07/2005,6,19192,17648
19/07/2005,7,20034,19389
19/07/2005,8,21467,21162
19/07/2005,9,22812,22412
19/07/2005,10,23604,23174
19/07/2005,11,24116,23822
19/07/2005,12,24064,23920
19/07/2005,13,24564,24170
19/07/2005,14,24736,24242
19/07/2005,15,24632,24238
19/07/2005,16,24790,24442
19/07/2005,17,24606,24346
19/07/2005,18,23860,23606
19/07/2005,19,23127,22692
19/07/2005,20,22313,21869
19/07/2005,21,22010,21651
19/07/2005,22,20797,20544
19/07/2005,23,19370,18697
19/07/2005,24,18045,17267
20/07/2005,1,17543,16434
20/07/2005,2,17612,15803
20/07/2005,3,17488,15380
20/07/2005,4,17617,15247
20/07/2005,5,18199,15502
20/07/2005,6,18155,16126
20/07/2005,7,18854,17658
20/07/2005,8,20218,19429
20/07/2005,9,21055,20326
20/07/2005,10,21942,21087
20/07/2005,11,22725,21919
20/07/2005,12,23333,22091
20/07/2005,13,23967,22459
20/07/2005,14,24229,22825
20/07/2005,15,24235,23110
20/07/2005,16,24144,23503
20/07/2005,17,24171,23827
20/07/2005,18,23650,23306
20/07/2005,19,22758,22614
20/07/2005,20,22163,22019
20/07/2005,21,21975,21831
20/07/2005,22,21100,20931
20/07/2005,23,19938,19191
20/07/2005,24,18857,17986
21/07/2005,1,18390,17040
21/07/2005,2,18117,16301
21/07/2005,3,18024,15871
21/07/2005,4,18032,15817
21/07/2005,5,18233,16158
21/07/2005,6,18770,17018
21/07/2005,7,19774,18447
21/07/2005,8,20787,20253
21/07/2005,9,21767,21525
21/07/2005,10,22991,22784
21/07/2005,11,23852,23716
21/07/2005,12,24282,24277
21/07/2005,13,24829,24685
21/07/2005,14,25034,24926
21/07/2005,15,25200,25117
21/07/2005,16,25527,25383
21/07/2005,17,25311,25167
21/07/2005,18,25121,24977
21/07/2005,19,24393,24249
21/07/2005,20,23708,23564
21/07/2005,21,23648,23504
21/07/2005,22,22732,22428
21/07/2005,23,21219,20386
21/07/2005,24,19571,18868
22/07/2005,1,19484,17981
22/07/2005,2,19249,17701
22/07/2005,3,18524,17301
22/07/2005,4,18317,17119
22/07/2005,5,19012,17464
22/07/2005,6,19086,18105
22/07/2005,7,19911,19311
22/07/2005,8,20909,20554
22/07/2005,9,21548,21175
22/07/2005,10,21929,21793
22/07/2005,11,22578,22441
22/07/2005,12,22993,22849
22/07/2005,13,23539,23360
22/07/2005,14,23709,23565
22/07/2005,15,23948,23504
22/07/2005,16,24010,23632
22/07/2005,17,23939,23495
22/07/2005,18,23259,22815
22/07/2005,19,22316,21972
22/07/2005,20,21400,21056
22/07/2005,21,20656,20551
22/07/2005,22,19784,19579
22/07/2005,23,18495,17850
22/07/2005,24,17373,16465
23/07/2005,1,16604,15408
23/07/2005,2,16654,14958
23/07/2005,3,16243,14554
23/07/2005,4,16123,14358
23/07/2005,5,15920,14379
23/07/2005,6,16049,14359
23/07/2005,7,16240,15195
23/07/2005,8,17376,16706
23/07/2005,9,18793,18173
23/07/2005,10,19737,19067
23/07/2005,11,20622,19775
23/07/2005,12,20888,20002
23/07/2005,13,20848,20180
23/07/2005,14,20467,20006
23/07/2005,15,20265,19970
23/07/2005,16,20424,20229
23/07/2005,17,20717,20522
23/07/2005,18,20342,20197
23/07/2005,19,19646,19501
23/07/2005,20,19029,18834
23/07/2005,21,19213,19068
23/07/2005,22,18928,18408
23/07/2005,23,18579,17209
23/07/2005,24,17408,15970
24/07/2005,1,16585,15324
24/07/2005,2,16520,14809
24/07/2005,3,15928,14255
24/07/2005,4,15542,13857
24/07/2005,5,15486,13791
24/07/2005,6,15197,13621
24/07/2005,7,15201,14380
24/07/2005,8,16757,15698
24/07/2005,9,17699,16916
24/07/2005,10,18302,17459
24/07/2005,11,18893,17954
24/07/2005,12,18819,17942
24/07/2005,13,18676,17916
24/07/2005,14,19111,18122
24/07/2005,15,19632,18716
24/07/2005,16,20002,19246
24/07/2005,17,20465,19435
24/07/2005,18,20099,19205
24/07/2005,19,19685,18992
24/07/2005,20,19807,19207
24/07/2005,21,20235,19540
24/07/2005,22,19345,19101
24/07/2005,23,19007,18312
24/07/2005,24,18121,16999
25/07/2005,1,17971,16646
25/07/2005,2,17962,16343
25/07/2005,3,17618,16147
25/07/2005,4,17343,16014
25/07/2005,5,17713,16342
25/07/2005,6,18236,17136
25/07/2005,7,19341,18953
25/07/2005,8,21138,20983
25/07/2005,9,22773,22606
25/07/2005,10,23969,23785
25/07/2005,11,24433,24348
25/07/2005,12,24763,24554
25/07/2005,13,24919,24914
25/07/2005,14,24791,24786
25/07/2005,15,24903,24898
25/07/2005,16,25230,25025
25/07/2005,17,25273,25068
25/07/2005,18,24779,24574
25/07/2005,19,24351,24007
25/07/2005,20,23432,23088
25/07/2005,21,23563,23219
25/07/2005,22,22243,22076
25/07/2005,23,20876,20096
25/07/2005,24,19898,18867
26/07/2005,1,18640,17809
26/07/2005,2,17723,16787
26/07/2005,3,17288,16325
26/07/2005,4,17160,16145
26/07/2005,5,17557,16236
26/07/2005,6,17872,16991
26/07/2005,7,19211,18711
26/07/2005,8,20224,20019
26/07/2005,9,21074,20730
26/07/2005,10,21857,21513
26/07/2005,11,22183,21865
26/07/2005,12,22684,22179
26/07/2005,13,23434,22840
26/07/2005,14,22906,22551
26/07/2005,15,22947,22622
26/07/2005,16,23018,22713
26/07/2005,17,22880,22675
26/07/2005,18,22471,22116
26/07/2005,19,21781,21514
26/07/2005,20,21411,21197
26/07/2005,21,21782,21438
26/07/2005,22,20882,20486
26/07/2005,23,19465,18501
26/07/2005,24,18006,17218
27/07/2005,1,17472,16491
27/07/2005,2,17584,16134
27/07/2005,3,17113,15432
27/07/2005,4,17113,15448
27/07/2005,5,17446,15731
27/07/2005,6,18174,16509
27/07/2005,7,18631,17579
27/07/2005,8,19899,18960
27/07/2005,9,20364,19284
27/07/2005,10,20282,19771
27/07/2005,11,20236,19727
27/07/2005,12,20126,19684
27/07/2005,13,20275,19747
27/07/2005,14,20664,19889
27/07/2005,15,21601,19915
27/07/2005,16,22205,20051
27/07/2005,17,21550,20067
27/07/2005,18,20742,19788
27/07/2005,19,19389,18858
27/07/2005,20,19688,18413
27/07/2005,21,19635,18776
27/07/2005,22,18701,17725
27/07/2005,23,17380,16146
27/07/2005,24,16800,15235
28/07/2005,1,16094,14548
28/07/2005,2,16055,14185
28/07/2005,3,15881,13953
28/07/2005,4,16133,13986
28/07/2005,5,16365,14358
28/07/2005,6,16977,15062
28/07/2005,7,17883,16420
28/07/2005,8,18834,17764
28/07/2005,9,19950,18780
28/07/2005,10,20537,19302
28/07/2005,11,20705,19615
28/07/2005,12,20854,19714
28/07/2005,13,20753,19885
28/07/2005,14,20590,19961
28/07/2005,15,20711,20082
28/07/2005,16,20706,20216
28/07/2005,17,20800,20327
28/07/2005,18,20667,20133
28/07/2005,19,20444,19605
28/07/2005,20,19851,19317
28/07/2005,21,20309,19489
28/07/2005,22,19608,18585
28/07/2005,23,18176,17002
28/07/2005,24,17480,15766
29/07/2005,1,17067,15066
29/07/2005,2,16929,14677
29/07/2005,3,16415,14349
29/07/2005,4,16578,14368
29/07/2005,5,16861,14612
29/07/2005,6,17457,15178
29/07/2005,7,18232,16654
29/07/2005,8,19813,18312
29/07/2005,9,20720,19375
29/07/2005,10,20778,20090
29/07/2005,11,20921,20386
29/07/2005,12,20922,20387
29/07/2005,13,20846,20391
29/07/2005,14,20771,20317
29/07/2005,15,20758,20078
29/07/2005,16,20546,19882
29/07/2005,17,20780,19838
29/07/2005,18,20421,19516
29/07/2005,19,20140,19102
29/07/2005,20,19502,18635
29/07/2005,21,19836,18765
29/07/2005,22,18695,17715
29/07/2005,23,17192,16060
29/07/2005,24,16494,14958
30/07/2005,1,16152,14406
30/07/2005,2,16471,14086
30/07/2005,3,16092,13612
30/07/2005,4,15353,13403
30/07/2005,5,15120,13623
30/07/2005,6,14986,13681
30/07/2005,7,15195,14513
30/07/2005,8,16153,15481
30/07/2005,9,17559,16742
30/07/2005,10,18015,17373
30/07/2005,11,18337,17795
30/07/2005,12,18464,18033
30/07/2005,13,18664,18072
30/07/2005,14,18941,18160
30/07/2005,15,19006,18243
30/07/2005,16,18964,18419
30/07/2005,17,19132,18476
30/07/2005,18,18982,18256
30/07/2005,19,18230,17676
30/07/2005,20,17662,17105
30/07/2005,21,18344,17363
30/07/2005,22,17059,16436
30/07/2005,23,16511,15703
30/07/2005,24,15945,14743
31/07/2005,1,16198,14141
31/07/2005,2,15399,13648
31/07/2005,3,15109,13358
31/07/2005,4,14860,13128
31/07/2005,5,14776,13040
31/07/2005,6,14711,13195
31/07/2005,7,14875,13686
31/07/2005,8,15726,14611
31/07/2005,9,17074,16047
31/07/2005,10,17489,17013
31/07/2005,11,18023,17562
31/07/2005,12,18296,17980
31/07/2005,13,18404,18088
31/07/2005,14,18574,18158
31/07/2005,15,18938,18391
31/07/2005,16,18943,18477
31/07/2005,17,18960,18494
31/07/2005,18,18467,18276
31/07/2005,19,17965,17724
31/07/2005,20,18060,17594
31/07/2005,21,18583,18117
31/07/2005,22,18325,17684
31/07/2005,23,17861,16424
31/07/2005,24,17070,15408
01/08/2005,1,16506,14786
01/08/2005,2,16307,14332
01/08/2005,3,15664,14139
01/08/2005,4,15295,13875
01/08/2005,5,15387,14053
01/08/2005,6,15833,14159
01/08/2005,7,15693,14644
01/08/2005,8,16724,15889
01/08/2005,9,18213,17471
01/08/2005,10,19377,18903
01/08/2005,11,20678,20001
01/08/2005,12,20969,20595
01/08/2005,13,21704,21027
01/08/2005,14,21833,21298
01/08/2005,15,21733,21216
01/08/2005,16,22007,21570
01/08/2005,17,22276,21862
01/08/2005,18,21950,21621
01/08/2005,19,21832,21418
01/08/2005,20,21812,21238
01/08/2005,21,22099,21525
01/08/2005,22,20823,20659
01/08/2005,23,19571,19072
01/08/2005,24,18185,17973
02/08/2005,1,17876,17151
02/08/2005,2,17545,16670
02/08/2005,3,17756,16241
02/08/2005,4,17766,16126
02/08/2005,5,18102,16437
02/08/2005,6,18353,16938
02/08/2005,7,19063,18493
02/08/2005,8,20697,20374
02/08/2005,9,21925,21801
02/08/2005,10,23199,23120
02/08/2005,11,24146,24042
02/08/2005,12,23510,23490
02/08/2005,13,23852,23801
02/08/2005,14,23859,23839
02/08/2005,15,23981,23961
02/08/2005,16,23956,23948
02/08/2005,17,23926,23922
02/08/2005,18,23509,23405
02/08/2005,19,23039,23035
02/08/2005,20,22823,22712
02/08/2005,21,22849,22791
02/08/2005,22,21798,21701
02/08/2005,23,20290,19797
02/08/2005,24,18963,18470
03/08/2005,1,18196,17553
03/08/2005,2,18006,16963
03/08/2005,3,17500,16457
03/08/2005,4,17418,16275
03/08/2005,5,17725,16582
03/08/2005,6,18361,17239
03/08/2005,7,19364,18828
03/08/2005,8,20914,20621
03/08/2005,9,22102,22048
03/08/2005,10,23585,23435
03/08/2005,11,24384,24191
03/08/2005,12,24414,24226
03/08/2005,13,24554,24415
03/08/2005,14,24379,24251
03/08/2005,15,24574,24435
03/08/2005,16,24527,24453
03/08/2005,17,24776,24637
03/08/2005,18,24189,24050
03/08/2005,19,23505,23366
03/08/2005,20,23360,23217
03/08/2005,21,23421,23367
03/08/2005,22,22749,22695
03/08/2005,23,21087,21008
03/08/2005,24,19800,19521
04/08/2005,1,19778,18901
04/08/2005,2,18500,17956
04/08/2005,3,17848,17304
04/08/2005,4,18071,17092
04/08/2005,5,18475,17275
04/08/2005,6,18896,18042
04/08/2005,7,20152,19719
04/08/2005,8,21731,21607
04/08/2005,9,23159,22966
04/08/2005,10,24459,24266
04/08/2005,11,25112,24919
04/08/2005,12,25130,25037
04/08/2005,13,25125,25046
04/08/2005,14,25277,24934
04/08/2005,15,24808,24804
04/08/2005,16,24337,24333
04/08/2005,17,24230,24176
04/08/2005,18,23996,23942
04/08/2005,19,23426,23372
04/08/2005,20,23455,23301
04/08/2005,21,23545,23491
04/08/2005,22,22357,22303
04/08/2005,23,21067,20523
04/08/2005,24,19622,19205
05/08/2005,1,18792,18174
05/08/2005,2,18191,17180
05/08/2005,3,17801,16565
05/08/2005,4,17605,16274
05/08/2005,5,17745,16414
05/08/2005,6,18494,17104
05/08/2005,7,19226,18453
05/08/2005,8,20684,20152
05/08/2005,9,22247,21300
05/08/2005,10,22619,21986
05/08/2005,11,23462,22629
05/08/2005,12,23525,22642
05/08/2005,13,23520,22787
05/08/2005,14,23552,22719
05/08/2005,15,23547,22664
05/08/2005,16,23361,22718
05/08/2005,17,22782,22371
05/08/2005,18,22430,22029
05/08/2005,19,21594,21244
05/08/2005,20,20888,20213
05/08/2005,21,20651,20381
05/08/2005,22,19470,19082
05/08/2005,23,18236,17304
05/08/2005,24,17108,16135
06/08/2005,1,16957,15431
06/08/2005,2,16835,14741
06/08/2005,3,16491,14326
06/08/2005,4,16299,14130
06/08/2005,5,16221,14028
06/08/2005,6,16241,14208
06/08/2005,7,16562,15024
06/08/2005,8,17557,16454
06/08/2005,9,18793,17687
06/08/2005,10,19708,18419
06/08/2005,11,19943,19037
06/08/2005,12,19375,19227
06/08/2005,13,19711,19562
06/08/2005,14,19838,19751
06/08/2005,15,19927,19647
06/08/2005,16,20150,19926
06/08/2005,17,20437,20163
06/08/2005,18,20076,19852
06/08/2005,19,19555,19331
06/08/2005,20,19009,18785
06/08/2005,21,19254,19075
06/08/2005,22,19076,18372
06/08/2005,23,18112,16912
06/08/2005,24,17434,15814
07/08/2005,1,16762,15081
07/08/2005,2,16595,14431
07/08/2005,3,15858,14010
07/08/2005,4,15722,13903
07/08/2005,5,16005,14106
07/08/2005,6,15690,13920
07/08/2005,7,15556,14477
07/08/2005,8,16431,15468
07/08/2005,9,17601,16972
07/08/2005,10,18745,18106
07/08/2005,11,19729,19103
07/08/2005,12,20095,19718
07/08/2005,13,20541,20043
07/08/2005,14,20551,20327
07/08/2005,15,20913,20564
07/08/2005,16,21212,20913
07/08/2005,17,21529,21231
07/08/2005,18,21576,21132
07/08/2005,19,21060,20806
07/08/2005,20,20566,20289
07/08/2005,21,20916,20737
07/08/2005,22,20382,19809
07/08/2005,23,18944,18437
07/08/2005,24,17970,17303
08/08/2005,1,17334,16483
08/08/2005,2,17064,16039
08/08/2005,3,16840,15616
08/08/2005,4,16951,15395
08/08/2005,5,16893,15769
08/08/2005,6,18004,16554
08/08/2005,7,18565,17974
08/08/2005,8,20075,19902
08/08/2005,9,21432,21258
08/08/2005,10,22704,22480
08/08/2005,11,23585,23311
08/08/2005,12,24085,23895
08/08/2005,13,24308,24142
08/08/2005,14,24562,24419
08/08/2005,15,24766,24623
08/08/2005,16,25062,24957
08/08/2005,17,25107,24964
08/08/2005,18,24435,24292
08/08/2005,19,23730,23537
08/08/2005,20,23078,22885
08/08/2005,21,23531,23338
08/08/2005,22,22100,21832
08/08/2005,23,20263,19843
08/08/2005,24,19672,18549
09/08/2005,1,18385,17561
09/08/2005,2,18106,17058
09/08/2005,3,17992,16380
09/08/2005,4,17823,16289
09/08/2005,5,18230,16755
09/08/2005,6,18618,17600
09/08/2005,7,19532,18878
09/08/2005,8,20689,20558
09/08/2005,9,21928,21874
09/08/2005,10,23184,23130
09/08/2005,11,24226,24172
09/08/2005,12,24646,24592
09/08/2005,13,25468,25182
09/08/2005,14,25711,25437
09/08/2005,15,26011,25562
09/08/2005,16,26265,25816
09/08/2005,17,26180,25781
09/08/2005,18,25738,25164
09/08/2005,19,24800,24098
09/08/2005,20,24061,23887
09/08/2005,21,24232,24053
09/08/2005,22,22777,22603
09/08/2005,23,21322,20753
09/08/2005,24,19983,19283
10/08/2005,1,19612,18668
10/08/2005,2,19375,18130
10/08/2005,3,19039,17532
10/08/2005,4,18853,17293
10/08/2005,5,18756,17656
10/08/2005,6,19825,18508
10/08/2005,7,20442,19792
10/08/2005,8,21604,21440
10/08/2005,9,22731,22557
10/08/2005,10,24081,23744
10/08/2005,11,25128,24705
10/08/2005,12,25319,24946
10/08/2005,13,25305,24951
10/08/2005,14,24575,24146
10/08/2005,15,23728,23155
10/08/2005,16,23382,23183
10/08/2005,17,23384,23005
10/08/2005,18,23327,23153
10/08/2005,19,22576,22203
10/08/2005,20,22296,21922
10/08/2005,21,22335,21962
10/08/2005,22,21118,20945
10/08/2005,23,19937,19168
10/08/2005,24,18691,17929
11/08/2005,1,18191,17207
11/08/2005,2,17996,16521
11/08/2005,3,18179,16106
11/08/2005,4,17779,15929
11/08/2005,5,18087,16285
11/08/2005,6,19013,17199
11/08/2005,7,19461,18439
11/08/2005,8,20428,19970
11/08/2005,9,21325,20969
11/08/2005,10,22304,21833
11/08/2005,11,22902,22406
11/08/2005,12,23057,22694
11/08/2005,13,23380,23251
11/08/2005,14,23463,23289
11/08/2005,15,23159,23030
11/08/2005,16,23170,22733
11/08/2005,17,22672,22435
11/08/2005,18,21961,21832
11/08/2005,19,21557,21328
11/08/2005,20,21476,21239
11/08/2005,21,21551,21314
11/08/2005,22,20344,20015
11/08/2005,23,19172,18547
11/08/2005,24,18029,17289
12/08/2005,1,17395,16468
12/08/2005,2,17186,16008
12/08/2005,3,17151,15682
12/08/2005,4,17137,15604
12/08/2005,5,17299,16022
12/08/2005,6,18194,16834
12/08/2005,7,18734,18109
12/08/2005,8,20176,19452
12/08/2005,9,20291,20132
12/08/2005,10,21008,20815
12/08/2005,11,21283,21057
12/08/2005,12,21781,21239
12/08/2005,13,21993,21540
12/08/2005,14,22114,21610
12/08/2005,15,22197,21603
12/08/2005,16,22260,21786
12/08/2005,17,22248,21803
12/08/2005,18,21970,21574
12/08/2005,19,21673,21278
12/08/2005,20,21390,21151
12/08/2005,21,21610,21357
12/08/2005,22,19920,19866
12/08/2005,23,19479,18414
12/08/2005,24,18125,17371
13/08/2005,1,17429,16563
13/08/2005,2,16825,15977
13/08/2005,3,17128,15489
13/08/2005,4,17072,15208
13/08/2005,5,16654,15221
13/08/2005,6,17136,15502
13/08/2005,7,17163,16069
13/08/2005,8,17916,17322
13/08/2005,9,18759,18253
13/08/2005,10,19592,19146
13/08/2005,11,20155,19735
13/08/2005,12,20663,20007
13/08/2005,13,20817,20231
13/08/2005,14,20847,20193
13/08/2005,15,20901,20069
13/08/2005,16,20976,20213
13/08/2005,17,20996,20244
13/08/2005,18,20251,19797
13/08/2005,19,19241,18937
13/08/2005,20,19214,18960
13/08/2005,21,19520,19216
13/08/2005,22,18934,18380
13/08/2005,23,18269,17064
13/08/2005,24,17501,16169
14/08/2005,1,16894,15301
14/08/2005,2,16736,14959
14/08/2005,3,16269,14515
14/08/2005,4,16000,14178
14/08/2005,5,15976,14117
14/08/2005,6,16176,14252
14/08/2005,7,16520,14598
14/08/2005,8,17084,15231
14/08/2005,9,17922,16022
14/08/2005,10,18599,16591
14/08/2005,11,19158,17125
14/08/2005,12,19259,17214
14/08/2005,13,19498,17334
14/08/2005,14,19370,17156
14/08/2005,15,18731,17151
14/08/2005,16,18403,17428
14/08/2005,17,18997,17966
14/08/2005,18,18826,18048
14/08/2005,19,18907,17796
14/08/2005,20,18496,17668
14/08/2005,21,18949,17938
14/08/2005,22,18262,17309
14/08/2005,23,17179,16023
14/08/2005,24,16314,15279
15/08/2005,1,15833,14721
