Date,Hour,Ontario Demand
18/05/2014,17,13169
18/05/2014,18,13275
18/05/2014,19,13415
18/05/2014,20,13582
18/05/2014,21,14155
18/05/2014,22,13473
18/05/2014,23,12782
18/05/2014,24,12002
19/05/2014,1,11545
19/05/2014,2,11339
19/05/2014,3,11187
19/05/2014,4,11188
19/05/2014,5,11401
19/05/2014,6,11146
19/05/2014,7,11612
19/05/2014,8,12120
19/05/2014,9,12610
19/05/2014,10,12787
19/05/2014,11,12887
19/05/2014,12,12919
19/05/2014,13,12796
19/05/2014,14,12801
19/05/2014,15,12811
19/05/2014,16,13293
19/05/2014,17,13921
19/05/2014,18,14119
19/05/2014,19,14257
19/05/2014,20,14576
19/05/2014,21,14926
19/05/2014,22,14015
19/05/2014,23,13056
19/05/2014,24,12108
20/05/2014,1,11580
20/05/2014,2,11503
20/05/2014,3,11381
20/05/2014,4,11400
20/05/2014,5,12025
20/05/2014,6,13189
20/05/2014,7,14455
20/05/2014,8,14963
20/05/2014,9,15099
20/05/2014,10,15252
20/05/2014,11,15569
20/05/2014,12,15639
20/05/2014,13,15638
20/05/2014,14,15550
20/05/2014,15,15367
20/05/2014,16,15513
20/05/2014,17,15765
20/05/2014,18,15877
20/05/2014,19,16089
20/05/2014,20,16558
20/05/2014,21,16306
20/05/2014,22,14987
20/05/2014,23,13744
20/05/2014,24,12761
21/05/2014,1,12247
21/05/2014,2,11926
21/05/2014,3,11933
21/05/2014,4,11950
21/05/2014,5,12399
21/05/2014,6,13689
21/05/2014,7,14868
21/05/2014,8,15219
21/05/2014,9,15273
21/05/2014,10,15463
21/05/2014,11,15462
21/05/2014,12,15535
21/05/2014,13,15612
21/05/2014,14,15739
21/05/2014,15,16030
21/05/2014,16,16154
21/05/2014,17,16340
21/05/2014,18,16060
21/05/2014,19,16136
21/05/2014,20,16447
21/05/2014,21,16619
21/05/2014,22,15522
21/05/2014,23,14162
21/05/2014,24,13073
22/05/2014,1,12482
22/05/2014,2,12168
22/05/2014,3,11945
22/05/2014,4,12005
22/05/2014,5,12465
22/05/2014,6,13543
22/05/2014,7,14810
22/05/2014,8,15250
22/05/2014,9,15320
22/05/2014,10,15722
22/05/2014,11,15796
22/05/2014,12,15691
22/05/2014,13,15837
22/05/2014,14,15686
22/05/2014,15,15631
22/05/2014,16,15672
22/05/2014,17,15970
22/05/2014,18,15836
22/05/2014,19,15905
22/05/2014,20,16118
22/05/2014,21,16412
22/05/2014,22,15457
22/05/2014,23,14034
22/05/2014,24,13118
23/05/2014,1,12464
23/05/2014,2,12126
23/05/2014,3,11902
23/05/2014,4,11805
23/05/2014,5,12241
23/05/2014,6,13240
23/05/2014,7,14724
23/05/2014,8,15194
23/05/2014,9,15408
23/05/2014,10,15567
23/05/2014,11,15542
23/05/2014,12,15443
23/05/2014,13,15580
23/05/2014,14,15274
23/05/2014,15,15121
23/05/2014,16,15103
23/05/2014,17,15324
23/05/2014,18,15351
23/05/2014,19,15402
23/05/2014,20,15487
23/05/2014,21,15831
23/05/2014,22,14899
23/05/2014,23,13674
23/05/2014,24,12705
24/05/2014,1,12146
24/05/2014,2,11707
24/05/2014,3,11605
24/05/2014,4,11504
24/05/2014,5,11622
24/05/2014,6,11684
24/05/2014,7,12428
24/05/2014,8,13138
24/05/2014,9,13705
24/05/2014,10,13913
24/05/2014,11,14093
24/05/2014,12,14172
24/05/2014,13,14004
24/05/2014,14,13821
24/05/2014,15,13827
24/05/2014,16,13846
24/05/2014,17,14172
24/05/2014,18,14305
24/05/2014,19,14268
24/05/2014,20,14340
24/05/2014,21,14603
24/05/2014,22,14094
24/05/2014,23,13083
24/05/2014,24,12131
25/05/2014,1,11490
25/05/2014,2,11110
25/05/2014,3,10848
25/05/2014,4,10719
25/05/2014,5,10750
25/05/2014,6,10811
25/05/2014,7,11257
25/05/2014,8,12048
25/05/2014,9,12709
25/05/2014,10,13116
25/05/2014,11,13392
25/05/2014,12,13705
25/05/2014,13,13767
25/05/2014,14,13600
25/05/2014,15,13725
25/05/2014,16,14169
25/05/2014,17,14518
25/05/2014,18,14916
25/05/2014,19,14929
25/05/2014,20,15211
25/05/2014,21,15604
25/05/2014,22,14605
25/05/2014,23,13522
25/05/2014,24,12551
26/05/2014,1,11890
26/05/2014,2,11582
26/05/2014,3,11456
26/05/2014,4,11615
26/05/2014,5,12199
26/05/2014,6,13085
26/05/2014,7,14684
26/05/2014,8,15624
26/05/2014,9,15773
26/05/2014,10,16261
26/05/2014,11,16377
26/05/2014,12,16427
26/05/2014,13,16726
26/05/2014,14,16952
26/05/2014,15,17062
26/05/2014,16,17363
26/05/2014,17,17618
26/05/2014,18,17658
26/05/2014,19,17765
26/05/2014,20,17939
26/05/2014,21,18133
26/05/2014,22,16908
26/05/2014,23,15404
26/05/2014,24,14268
27/05/2014,1,13514
27/05/2014,2,13089
27/05/2014,3,12729
27/05/2014,4,12814
27/05/2014,5,13250
27/05/2014,6,14232
27/05/2014,7,15728
27/05/2014,8,16539
27/05/2014,9,17011
27/05/2014,10,17252
27/05/2014,11,17523
27/05/2014,12,17779
27/05/2014,13,17954
27/05/2014,14,17964
27/05/2014,15,18175
27/05/2014,16,18496
27/05/2014,17,18844
27/05/2014,18,18496
27/05/2014,19,18317
27/05/2014,20,18380
27/05/2014,21,18280
27/05/2014,22,17229
27/05/2014,23,15399
27/05/2014,24,14197
28/05/2014,1,13430
28/05/2014,2,12946
28/05/2014,3,12542
28/05/2014,4,12487
28/05/2014,5,12826
28/05/2014,6,13787
28/05/2014,7,15125
28/05/2014,8,15664
28/05/2014,9,15879
28/05/2014,10,15998
28/05/2014,11,16093
28/05/2014,12,16161
28/05/2014,13,16114
28/05/2014,14,15987
28/05/2014,15,15878
28/05/2014,16,16133
28/05/2014,17,16189
28/05/2014,18,16055
28/05/2014,19,16137
28/05/2014,20,16349
28/05/2014,21,16586
28/05/2014,22,15601
28/05/2014,23,14132
28/05/2014,24,13055
29/05/2014,1,12377
29/05/2014,2,12021
29/05/2014,3,11828
29/05/2014,4,12000
29/05/2014,5,12437
29/05/2014,6,13517
29/05/2014,7,14786
29/05/2014,8,15265
29/05/2014,9,15349
29/05/2014,10,15457
29/05/2014,11,15540
29/05/2014,12,15469
29/05/2014,13,15621
29/05/2014,14,15755
29/05/2014,15,15676
29/05/2014,16,16085
29/05/2014,17,16282
29/05/2014,18,16198
29/05/2014,19,16272
29/05/2014,20,16470
29/05/2014,21,16673
29/05/2014,22,15743
29/05/2014,23,14344
29/05/2014,24,13211
30/05/2014,1,12580
30/05/2014,2,12262
30/05/2014,3,12003
30/05/2014,4,12029
30/05/2014,5,12398
30/05/2014,6,13419
30/05/2014,7,14660
30/05/2014,8,15269
30/05/2014,9,15552
30/05/2014,10,15808
30/05/2014,11,15959
30/05/2014,12,16168
30/05/2014,13,16146
30/05/2014,14,16191
30/05/2014,15,16029
30/05/2014,16,16221
30/05/2014,17,16397
30/05/2014,18,16379
30/05/2014,19,16406
30/05/2014,20,16140
30/05/2014,21,16455
30/05/2014,22,15512
30/05/2014,23,14214
30/05/2014,24,13149
31/05/2014,1,12421
31/05/2014,2,11985
31/05/2014,3,11597
31/05/2014,4,11557
31/05/2014,5,11542
31/05/2014,6,11689
31/05/2014,7,12544
31/05/2014,8,13485
31/05/2014,9,14170
31/05/2014,10,14335
31/05/2014,11,14460
31/05/2014,12,14468
31/05/2014,13,14352
31/05/2014,14,14227
31/05/2014,15,14225
31/05/2014,16,14541
31/05/2014,17,14995
31/05/2014,18,15136
31/05/2014,19,14917
31/05/2014,20,14676
31/05/2014,21,14681
31/05/2014,22,13988
31/05/2014,23,13037
31/05/2014,24,12171
01/06/2014,1,11416
01/06/2014,2,11040
01/06/2014,3,10862
01/06/2014,4,10772
01/06/2014,5,10790
01/06/2014,6,10723
01/06/2014,7,11239
01/06/2014,8,12269
01/06/2014,9,13002
01/06/2014,10,13490
01/06/2014,11,13706
01/06/2014,12,13925
01/06/2014,13,14000
01/06/2014,14,14001
01/06/2014,15,14198
01/06/2014,16,14718
01/06/2014,17,15272
01/06/2014,18,15231
01/06/2014,19,15246
01/06/2014,20,15369
01/06/2014,21,15668
01/06/2014,22,14770
01/06/2014,23,13552
01/06/2014,24,12512
02/06/2014,1,11840
02/06/2014,2,11571
02/06/2014,3,11459
02/06/2014,4,11630
02/06/2014,5,12120
02/06/2014,6,13342
02/06/2014,7,14788
02/06/2014,8,15691
02/06/2014,9,16177
02/06/2014,10,16714
02/06/2014,11,16921
02/06/2014,12,17258
02/06/2014,13,17535
02/06/2014,14,17857
02/06/2014,15,18132
02/06/2014,16,18783
02/06/2014,17,18938
02/06/2014,18,18904
02/06/2014,19,18919
02/06/2014,20,19000
02/06/2014,21,18988
02/06/2014,22,17692
02/06/2014,23,15998
02/06/2014,24,14815
03/06/2014,1,14039
03/06/2014,2,13592
03/06/2014,3,13316
03/06/2014,4,13287
03/06/2014,5,13639
03/06/2014,6,14700
03/06/2014,7,15999
03/06/2014,8,16833
03/06/2014,9,17305
03/06/2014,10,17838
03/06/2014,11,18127
03/06/2014,12,18134
03/06/2014,13,18299
03/06/2014,14,18390
03/06/2014,15,18556
03/06/2014,16,18627
03/06/2014,17,18865
03/06/2014,18,18525
03/06/2014,19,18230
03/06/2014,20,17784
03/06/2014,21,17492
03/06/2014,22,16536
03/06/2014,23,14864
03/06/2014,24,13632
04/06/2014,1,12964
04/06/2014,2,12549
04/06/2014,3,12355
04/06/2014,4,12276
04/06/2014,5,12628
04/06/2014,6,13542
04/06/2014,7,14985
04/06/2014,8,15761
04/06/2014,9,15936
04/06/2014,10,16276
04/06/2014,11,16520
04/06/2014,12,16552
04/06/2014,13,16482
04/06/2014,14,16441
04/06/2014,15,16591
04/06/2014,16,16910
04/06/2014,17,16896
04/06/2014,18,16584
04/06/2014,19,16501
04/06/2014,20,16641
04/06/2014,21,16851
04/06/2014,22,15882
04/06/2014,23,14373
04/06/2014,24,13270
05/06/2014,1,12531
05/06/2014,2,12178
05/06/2014,3,12004
05/06/2014,4,12052
05/06/2014,5,12513
05/06/2014,6,13545
05/06/2014,7,14868
05/06/2014,8,15294
05/06/2014,9,15401
05/06/2014,10,15587
05/06/2014,11,15784
05/06/2014,12,15720
05/06/2014,13,15688
05/06/2014,14,15615
05/06/2014,15,15648
05/06/2014,16,15841
05/06/2014,17,16029
05/06/2014,18,15953
05/06/2014,19,16065
05/06/2014,20,16260
05/06/2014,21,16510
05/06/2014,22,15630
05/06/2014,23,14285
05/06/2014,24,13206
06/06/2014,1,12585
06/06/2014,2,12238
06/06/2014,3,12079
06/06/2014,4,12077
06/06/2014,5,12405
06/06/2014,6,13289
06/06/2014,7,14565
06/06/2014,8,15187
06/06/2014,9,15420
06/06/2014,10,15745
06/06/2014,11,16009
06/06/2014,12,15936
06/06/2014,13,15931
06/06/2014,14,16029
06/06/2014,15,15993
06/06/2014,16,16210
06/06/2014,17,16411
06/06/2014,18,16399
06/06/2014,19,16434
06/06/2014,20,16314
06/06/2014,21,16401
06/06/2014,22,15581
06/06/2014,23,14229
06/06/2014,24,13108
07/06/2014,1,12406
07/06/2014,2,12012
07/06/2014,3,11755
07/06/2014,4,11491
07/06/2014,5,11512
07/06/2014,6,11703
07/06/2014,7,12594
07/06/2014,8,13574
07/06/2014,9,14285
07/06/2014,10,14644
07/06/2014,11,14893
07/06/2014,12,14861
07/06/2014,13,14818
07/06/2014,14,14890
07/06/2014,15,15016
07/06/2014,16,15452
07/06/2014,17,16037
07/06/2014,18,15961
07/06/2014,19,15753
07/06/2014,20,15542
07/06/2014,21,15617
07/06/2014,22,14945
07/06/2014,23,13882
07/06/2014,24,12819
08/06/2014,1,12075
08/06/2014,2,11640
08/06/2014,3,11360
08/06/2014,4,11318
08/06/2014,5,11234
08/06/2014,6,11321
08/06/2014,7,11889
08/06/2014,8,12672
08/06/2014,9,13518
08/06/2014,10,13951
08/06/2014,11,14258
08/06/2014,12,14425
08/06/2014,13,14307
08/06/2014,14,14524
08/06/2014,15,14531
08/06/2014,16,14734
08/06/2014,17,15162
08/06/2014,18,15117
08/06/2014,19,15156
08/06/2014,20,15210
08/06/2014,21,15505
08/06/2014,22,14734
08/06/2014,23,13498
08/06/2014,24,12485
09/06/2014,1,11944
09/06/2014,2,11713
09/06/2014,3,11661
09/06/2014,4,11730
09/06/2014,5,12063
09/06/2014,6,13172
09/06/2014,7,14712
09/06/2014,8,15493
09/06/2014,9,15929
09/06/2014,10,16182
09/06/2014,11,16510
09/06/2014,12,16617
09/06/2014,13,16841
09/06/2014,14,16977
09/06/2014,15,17198
09/06/2014,16,17777
09/06/2014,17,17870
09/06/2014,18,17941
09/06/2014,19,17797
09/06/2014,20,17843
09/06/2014,21,18108
09/06/2014,22,17005
09/06/2014,23,15406
09/06/2014,24,14150
10/06/2014,1,13342
10/06/2014,2,12808
10/06/2014,3,12626
10/06/2014,4,12589
10/06/2014,5,12795
10/06/2014,6,13885
10/06/2014,7,15241
10/06/2014,8,16047
10/06/2014,9,16418
10/06/2014,10,16702
10/06/2014,11,17033
10/06/2014,12,17242
10/06/2014,13,17643
10/06/2014,14,17641
10/06/2014,15,17960
10/06/2014,16,18304
10/06/2014,17,18296
10/06/2014,18,18031
10/06/2014,19,17909
10/06/2014,20,17704
10/06/2014,21,17965
10/06/2014,22,16823
10/06/2014,23,15286
10/06/2014,24,13927
11/06/2014,1,13225
11/06/2014,2,12794
11/06/2014,3,12660
11/06/2014,4,12675
11/06/2014,5,12981
11/06/2014,6,14008
11/06/2014,7,15438
11/06/2014,8,16082
11/06/2014,9,16576
11/06/2014,10,17011
11/06/2014,11,17013
11/06/2014,12,17121
11/06/2014,13,17316
11/06/2014,14,17450
11/06/2014,15,17547
11/06/2014,16,18118
11/06/2014,17,18091
11/06/2014,18,17903
11/06/2014,19,17777
11/06/2014,20,17788
11/06/2014,21,17985
11/06/2014,22,16820
11/06/2014,23,15287
11/06/2014,24,14173
12/06/2014,1,13455
12/06/2014,2,13082
12/06/2014,3,12791
12/06/2014,4,12806
12/06/2014,5,13132
12/06/2014,6,14024
12/06/2014,7,15401
12/06/2014,8,16179
12/06/2014,9,16545
12/06/2014,10,16931
12/06/2014,11,17334
12/06/2014,12,17492
12/06/2014,13,17706
12/06/2014,14,17935
12/06/2014,15,18076
12/06/2014,16,18416
12/06/2014,17,18517
12/06/2014,18,18193
12/06/2014,19,18011
12/06/2014,20,18342
12/06/2014,21,18430
12/06/2014,22,17213
12/06/2014,23,15652
12/06/2014,24,14334
13/06/2014,1,13655
13/06/2014,2,13266
13/06/2014,3,12918
13/06/2014,4,12893
13/06/2014,5,13270
13/06/2014,6,14181
13/06/2014,7,15638
13/06/2014,8,16502
13/06/2014,9,16979
13/06/2014,10,17123
13/06/2014,11,17099
13/06/2014,12,16866
13/06/2014,13,16776
13/06/2014,14,16724
13/06/2014,15,16830
13/06/2014,16,16898
13/06/2014,17,16806
13/06/2014,18,16577
13/06/2014,19,16272
13/06/2014,20,16040
13/06/2014,21,16313
13/06/2014,22,15557
13/06/2014,23,14163
13/06/2014,24,13106
14/06/2014,1,12405
14/06/2014,2,11982
14/06/2014,3,11766
14/06/2014,4,11703
14/06/2014,5,11737
14/06/2014,6,11906
14/06/2014,7,12570
14/06/2014,8,13309
14/06/2014,9,13929
14/06/2014,10,14332
14/06/2014,11,14559
14/06/2014,12,14596
14/06/2014,13,14385
14/06/2014,14,14195
14/06/2014,15,14084
14/06/2014,16,14295
14/06/2014,17,14553
14/06/2014,18,14595
14/06/2014,19,14580
14/06/2014,20,14580
14/06/2014,21,14704
14/06/2014,22,14275
14/06/2014,23,13248
14/06/2014,24,12365
15/06/2014,1,11775
15/06/2014,2,11470
15/06/2014,3,11230
15/06/2014,4,11093
15/06/2014,5,11101
15/06/2014,6,11053
15/06/2014,7,11528
15/06/2014,8,12314
15/06/2014,9,13059
15/06/2014,10,13354
15/06/2014,11,13534
15/06/2014,12,13641
15/06/2014,13,13691
15/06/2014,14,13624
15/06/2014,15,13788
15/06/2014,16,14207
15/06/2014,17,14732
15/06/2014,18,14835
15/06/2014,19,14933
15/06/2014,20,15069
15/06/2014,21,15410
15/06/2014,22,14731
15/06/2014,23,13608
15/06/2014,24,12474
16/06/2014,1,11997
16/06/2014,2,11804
16/06/2014,3,11728
16/06/2014,4,11772
16/06/2014,5,12203
16/06/2014,6,13269
16/06/2014,7,15068
16/06/2014,8,15544
16/06/2014,9,15906
16/06/2014,10,16287
16/06/2014,11,16838
16/06/2014,12,17124
16/06/2014,13,17316
16/06/2014,14,17651
16/06/2014,15,17855
16/06/2014,16,18210
16/06/2014,17,18381
16/06/2014,18,18414
16/06/2014,19,18579
16/06/2014,20,18475
16/06/2014,21,18449
16/06/2014,22,17320
16/06/2014,23,15686
16/06/2014,24,14258
17/06/2014,1,13607
17/06/2014,2,13156
17/06/2014,3,12908
17/06/2014,4,12855
17/06/2014,5,13219
17/06/2014,6,14066
17/06/2014,7,15688
17/06/2014,8,16375
17/06/2014,9,16865
17/06/2014,10,17282
17/06/2014,11,17752
17/06/2014,12,17961
17/06/2014,13,18491
17/06/2014,14,18754
17/06/2014,15,19163
17/06/2014,16,19615
17/06/2014,17,19966
17/06/2014,18,19711
17/06/2014,19,19368
17/06/2014,20,19026
17/06/2014,21,18702
17/06/2014,22,17693
17/06/2014,23,15819
17/06/2014,24,14540
18/06/2014,1,13850
18/06/2014,2,13488
18/06/2014,3,13224
18/06/2014,4,13164
18/06/2014,5,13460
18/06/2014,6,14355
18/06/2014,7,15952
18/06/2014,8,16672
18/06/2014,9,17232
18/06/2014,10,17326
18/06/2014,11,17770
18/06/2014,12,18072
18/06/2014,13,18023
18/06/2014,14,18194
18/06/2014,15,18523
18/06/2014,16,18977
18/06/2014,17,18897
18/06/2014,18,18547
18/06/2014,19,18360
18/06/2014,20,18245
18/06/2014,21,18045
18/06/2014,22,17123
18/06/2014,23,15494
18/06/2014,24,14132
19/06/2014,1,13339
19/06/2014,2,12951
19/06/2014,3,12725
19/06/2014,4,12799
19/06/2014,5,13029
19/06/2014,6,14046
19/06/2014,7,15309
19/06/2014,8,15969
19/06/2014,9,16325
19/06/2014,10,16525
19/06/2014,11,16748
19/06/2014,12,16799
19/06/2014,13,17126
19/06/2014,14,17297
19/06/2014,15,17669
19/06/2014,16,18029
19/06/2014,17,18227
19/06/2014,18,18118
19/06/2014,19,18239
19/06/2014,20,17810
19/06/2014,21,17666
19/06/2014,22,16421
19/06/2014,23,14819
19/06/2014,24,13625
20/06/2014,1,13036
20/06/2014,2,12530
20/06/2014,3,12243
20/06/2014,4,12226
20/06/2014,5,12438
20/06/2014,6,13361
20/06/2014,7,14791
20/06/2014,8,15544
20/06/2014,9,15875
20/06/2014,10,16149
20/06/2014,11,16326
20/06/2014,12,16392
20/06/2014,13,16632
20/06/2014,14,16657
20/06/2014,15,16728
20/06/2014,16,16824
20/06/2014,17,16850
20/06/2014,18,16438
20/06/2014,19,16091
20/06/2014,20,16030
20/06/2014,21,16229
20/06/2014,22,15423
20/06/2014,23,14223
20/06/2014,24,13183
21/06/2014,1,12494
21/06/2014,2,12048
21/06/2014,3,11818
21/06/2014,4,11760
21/06/2014,5,11745
21/06/2014,6,12007
21/06/2014,7,12549
21/06/2014,8,13595
21/06/2014,9,14417
21/06/2014,10,14671
21/06/2014,11,14948
21/06/2014,12,15067
21/06/2014,13,15080
21/06/2014,14,15021
21/06/2014,15,15133
21/06/2014,16,15349
21/06/2014,17,15734
21/06/2014,18,15816
21/06/2014,19,15773
21/06/2014,20,15334
21/06/2014,21,15329
21/06/2014,22,14848
21/06/2014,23,13797
21/06/2014,24,12865
22/06/2014,1,12224
22/06/2014,2,11915
22/06/2014,3,11610
22/06/2014,4,11461
22/06/2014,5,11418
22/06/2014,6,11362
22/06/2014,7,11796
22/06/2014,8,12670
22/06/2014,9,13472
22/06/2014,10,14068
22/06/2014,11,14490
22/06/2014,12,14854
22/06/2014,13,14940
22/06/2014,14,15173
22/06/2014,15,15482
22/06/2014,16,15890
22/06/2014,17,16512
22/06/2014,18,16609
22/06/2014,19,16675
22/06/2014,20,16569
22/06/2014,21,16608
22/06/2014,22,15808
22/06/2014,23,14429
22/06/2014,24,13369
23/06/2014,1,12698
23/06/2014,2,12308
23/06/2014,3,12191
23/06/2014,4,12182
23/06/2014,5,12422
23/06/2014,6,13574
23/06/2014,7,15168
23/06/2014,8,15879
23/06/2014,9,16495
23/06/2014,10,16908
23/06/2014,11,17516
23/06/2014,12,18006
23/06/2014,13,18238
23/06/2014,14,18487
23/06/2014,15,18545
23/06/2014,16,18639
23/06/2014,17,18487
23/06/2014,18,18064
23/06/2014,19,17995
23/06/2014,20,18123
23/06/2014,21,18145
23/06/2014,22,16927
23/06/2014,23,15380
23/06/2014,24,14293
24/06/2014,1,13834
24/06/2014,2,13382
24/06/2014,3,13036
24/06/2014,4,13045
24/06/2014,5,13509
24/06/2014,6,14753
24/06/2014,7,16064
24/06/2014,8,16969
24/06/2014,9,17430
24/06/2014,10,18022
24/06/2014,11,18896
24/06/2014,12,18998
24/06/2014,13,19480
24/06/2014,14,19809
24/06/2014,15,19777
24/06/2014,16,19925
24/06/2014,17,19688
24/06/2014,18,19444
24/06/2014,19,19339
24/06/2014,20,19430
24/06/2014,21,19078
24/06/2014,22,17797
24/06/2014,23,16356
24/06/2014,24,15009
25/06/2014,1,14412
25/06/2014,2,13960
25/06/2014,3,13575
25/06/2014,4,13399
25/06/2014,5,13804
25/06/2014,6,14971
25/06/2014,7,16185
25/06/2014,8,17051
25/06/2014,9,17427
25/06/2014,10,17944
25/06/2014,11,18197
25/06/2014,12,18265
25/06/2014,13,18497
25/06/2014,14,18547
25/06/2014,15,18529
25/06/2014,16,18950
25/06/2014,17,18828
25/06/2014,18,18415
25/06/2014,19,18505
25/06/2014,20,18567
25/06/2014,21,18695
25/06/2014,22,17489
25/06/2014,23,15878
25/06/2014,24,14613
26/06/2014,1,13899
26/06/2014,2,13500
26/06/2014,3,13402
26/06/2014,4,13398
26/06/2014,5,13650
26/06/2014,6,14578
26/06/2014,7,15966
26/06/2014,8,16796
26/06/2014,9,17434
26/06/2014,10,17997
26/06/2014,11,18482
26/06/2014,12,18613
26/06/2014,13,18945
26/06/2014,14,18984
26/06/2014,15,19262
26/06/2014,16,19684
26/06/2014,17,19746
26/06/2014,18,19401
26/06/2014,19,19370
26/06/2014,20,18993
26/06/2014,21,18970
26/06/2014,22,17963
26/06/2014,23,16390
26/06/2014,24,14957
27/06/2014,1,14123
27/06/2014,2,13642
27/06/2014,3,13137
27/06/2014,4,12978
27/06/2014,5,13246
27/06/2014,6,14216
27/06/2014,7,15432
27/06/2014,8,16530
27/06/2014,9,17273
27/06/2014,10,18033
27/06/2014,11,18444
27/06/2014,12,18676
27/06/2014,13,19089
27/06/2014,14,19312
27/06/2014,15,19411
27/06/2014,16,19592
27/06/2014,17,19944
27/06/2014,18,19932
27/06/2014,19,19667
27/06/2014,20,19195
27/06/2014,21,18847
27/06/2014,22,17874
27/06/2014,23,16427
27/06/2014,24,14857
28/06/2014,1,13872
28/06/2014,2,13386
28/06/2014,3,13024
28/06/2014,4,12838
28/06/2014,5,12779
28/06/2014,6,12864
28/06/2014,7,13806
28/06/2014,8,15002
28/06/2014,9,16067
28/06/2014,10,16759
28/06/2014,11,17393
28/06/2014,12,18000
28/06/2014,13,18399
28/06/2014,14,18525
28/06/2014,15,18521
28/06/2014,16,19142
28/06/2014,17,19359
28/06/2014,18,19188
28/06/2014,19,19025
28/06/2014,20,18455
28/06/2014,21,18093
28/06/2014,22,17513
28/06/2014,23,16421
28/06/2014,24,15203
29/06/2014,1,14372
29/06/2014,2,13697
29/06/2014,3,13361
29/06/2014,4,13064
29/06/2014,5,12898
29/06/2014,6,12817
29/06/2014,7,13609
29/06/2014,8,14845
29/06/2014,9,16157
29/06/2014,10,17085
29/06/2014,11,17787
29/06/2014,12,18369
29/06/2014,13,18703
29/06/2014,14,18940
29/06/2014,15,18825
29/06/2014,16,19173
29/06/2014,17,19646
29/06/2014,18,19535
29/06/2014,19,19211
29/06/2014,20,18800
29/06/2014,21,18481
29/06/2014,22,17847
29/06/2014,23,16530
29/06/2014,24,15349
30/06/2014,1,14689
30/06/2014,2,14151
30/06/2014,3,13858
30/06/2014,4,13693
30/06/2014,5,13875
30/06/2014,6,14615
30/06/2014,7,15753
30/06/2014,8,16811
30/06/2014,9,17769
30/06/2014,10,18601
30/06/2014,11,19137
30/06/2014,12,19528
30/06/2014,13,19863
30/06/2014,14,20087
30/06/2014,15,20230
30/06/2014,16,20654
30/06/2014,17,20807
30/06/2014,18,20788
30/06/2014,19,20559
30/06/2014,20,20400
30/06/2014,21,20086
30/06/2014,22,19242
30/06/2014,23,17911
30/06/2014,24,16597
01/07/2014,1,15794
01/07/2014,2,14880
01/07/2014,3,14378
01/07/2014,4,14204
01/07/2014,5,14195
01/07/2014,6,14559
01/07/2014,7,15441
01/07/2014,8,16539
01/07/2014,9,17569
01/07/2014,10,18327
01/07/2014,11,19120
01/07/2014,12,19668
01/07/2014,13,19793
01/07/2014,14,19791
01/07/2014,15,19857
01/07/2014,16,20226
01/07/2014,17,20332
01/07/2014,18,20134
01/07/2014,19,19747
01/07/2014,20,19419
01/07/2014,21,19214
01/07/2014,22,18276
01/07/2014,23,17202
01/07/2014,24,15914
02/07/2014,1,14927
02/07/2014,2,14342
02/07/2014,3,14049
02/07/2014,4,13872
02/07/2014,5,14114
02/07/2014,6,15159
02/07/2014,7,16628
02/07/2014,8,17618
02/07/2014,9,18372
02/07/2014,10,19312
02/07/2014,11,20058
02/07/2014,12,20223
02/07/2014,13,20283
02/07/2014,14,20376
02/07/2014,15,20391
02/07/2014,16,19875
02/07/2014,17,19648
02/07/2014,18,19447
02/07/2014,19,19426
02/07/2014,20,19147
02/07/2014,21,18970
02/07/2014,22,17965
02/07/2014,23,16333
02/07/2014,24,14899
03/07/2014,1,14011
03/07/2014,2,13428
03/07/2014,3,13118
03/07/2014,4,12992
03/07/2014,5,13234
03/07/2014,6,14097
03/07/2014,7,15357
03/07/2014,8,16251
03/07/2014,9,16856
03/07/2014,10,16998
03/07/2014,11,17464
03/07/2014,12,17596
03/07/2014,13,17612
03/07/2014,14,17505
03/07/2014,15,17553
03/07/2014,16,17542
03/07/2014,17,17363
03/07/2014,18,17083
03/07/2014,19,16788
03/07/2014,20,16658
03/07/2014,21,16642
03/07/2014,22,15675
03/07/2014,23,14454
03/07/2014,24,13488
04/07/2014,1,12773
04/07/2014,2,12335
04/07/2014,3,12127
04/07/2014,4,12102
04/07/2014,5,12288
04/07/2014,6,13229
04/07/2014,7,14197
04/07/2014,8,14961
04/07/2014,9,15356
04/07/2014,10,15729
04/07/2014,11,15994
04/07/2014,12,16293
04/07/2014,13,16231
04/07/2014,14,16166
04/07/2014,15,16145
04/07/2014,16,16310
04/07/2014,17,16572
04/07/2014,18,16381
04/07/2014,19,16553
04/07/2014,20,16316
04/07/2014,21,16128
04/07/2014,22,15455
04/07/2014,23,14335
04/07/2014,24,13215
05/07/2014,1,12417
05/07/2014,2,12050
05/07/2014,3,11841
05/07/2014,4,11625
05/07/2014,5,11550
05/07/2014,6,11681
05/07/2014,7,12494
05/07/2014,8,13419
05/07/2014,9,14070
05/07/2014,10,14582
05/07/2014,11,14947
05/07/2014,12,15266
05/07/2014,13,15268
05/07/2014,14,15147
05/07/2014,15,15319
05/07/2014,16,15722
05/07/2014,17,16276
05/07/2014,18,16472
05/07/2014,19,16333
05/07/2014,20,15976
05/07/2014,21,15856
05/07/2014,22,15210
05/07/2014,23,14184
05/07/2014,24,13274
06/07/2014,1,12455
06/07/2014,2,11910
06/07/2014,3,11716
06/07/2014,4,11549
06/07/2014,5,11359
